526;16;1;0;9;29;99;3.80;2;2;1;87;0;56999;-2;0
526;16;1;0;10;29;99;5.20;1;1;1;76;0;62999;-2;0
526;16;1;0;18;40;99;3.80;1;1;1;78;0;112099;49075;0
526;16;1;0;19;13;99;4.60;2;2;1;79;0;115399;58384;0
526;16;1;0;23;32;64;25.40;1;1;5;68;0;141264;29147;0
526;16;1;0;27;20;99;3.60;2;2;1;97;0;164099;48679;0
526;16;1;0;27;54;27;3.80;1;1;1;89;0;167427;26028;0
526;16;1;0;33;45;95;3.80;2;2;1;77;0;202595;38482;0
526;16;1;0;35;41;14;3.80;1;1;1;99;0;214114;46671;0
526;16;1;0;48;48;29;3.80;2;2;1;84;0;292829;90216;0
526;16;1;0;50;27;99;23.00;1;1;5;88;0;302799;88671;0
526;16;1;0;56;59;99;4.20;2;2;1;80;0;341999;49153;0
526;16;1;0;57;45;14;5.00;2;2;1;82;0;346514;4496;0
526;16;1;1;10;35;99;4.60;1;1;1;93;0;423599;120705;0
526;16;1;1;14;14;99;4.20;2;2;1;85;0;445499;98963;0
526;16;1;1;23;18;99;5.40;2;2;1;96;0;499899;54382;0
526;16;1;1;25;8;99;3.60;2;2;1;80;0;510899;10979;0
526;16;1;1;46;14;22;3.80;1;1;1;98;0;637422;213805;0
526;16;1;1;51;1;99;3.60;2;2;1;91;0;666199;155283;0
526;16;1;2;21;15;45;3.80;2;2;1;83;0;847545;181331;0
526;16;1;2;37;49;22;3.80;1;1;1;104;0;946922;309486;0
526;16;1;2;48;38;95;22.40;1;1;5;91;0;1011895;64959;0
526;16;1;3;4;57;82;20.40;1;1;5;75;0;1109782;97798;0
526;16;1;3;6;23;30;24.00;1;1;5;85;0;1118330;8450;0
526;16;1;3;21;24;62;9.80;1;1;6;71;0;1208462;90030;0
526;16;1;3;24;6;99;8.60;1;1;6;88;0;1224699;16187;0
526;16;1;3;59;33;99;4.20;2;2;1;82;0;1437399;589837;0
526;16;1;4;11;6;99;4.00;2;2;1;92;0;1506699;69281;0
526;16;1;4;17;53;17;4.40;1;1;1;82;0;1547317;322582;0
526;16;1;4;23;2;68;4.80;1;1;1;81;0;1578268;30931;0
526;16;1;4;23;15;32;18.00;1;1;5;83;0;1579532;1242;0
526;16;1;4;36;3;5;1.00;2;2;1;77;1;1656305;149590;0
526;16;1;4;45;43;99;5.20;1;1;1;123;0;1714399;134788;0
526;16;1;4;48;50;26;4.00;2;2;1;91;0;1733026;226311;0
526;16;1;4;54;9;12;5.00;1;1;1;119;0;1764912;50497;0
526;16;1;4;55;45;3;3.80;2;2;1;86;0;1774503;41461;0
526;16;1;4;58;53;13;4.40;2;2;1;85;0;1793313;18794;0
526;16;1;5;10;10;99;4.00;2;2;1;105;0;1861099;67767;0
526;16;1;5;11;19;99;3.80;2;2;1;83;0;1867999;6886;0
526;16;1;5;14;22;99;1.00;1;1;1;1;1;1886299;121371;0
526;16;1;5;24;47;99;4.00;1;1;1;102;0;1948799;183871;0
526;16;1;5;35;42;17;4.00;1;1;1;91;0;2014217;65403;0
526;16;1;5;49;36;99;7.40;2;2;1;78;0;2097699;229683;0
526;16;1;5;57;0;16;3.80;2;2;1;94;0;2142016;44282;0
526;16;1;5;59;19;31;25.20;1;1;5;91;0;2155931;141698;0
526;16;1;6;3;8;99;3.40;1;1;1;83;0;2178899;22868;0
526;16;1;6;8;47;11;3.80;2;2;1;90;0;2212711;70680;0
526;16;1;6;17;16;99;4.00;1;1;1;86;0;2263699;84785;0
526;16;1;6;25;33;99;3.80;2;2;1;74;0;2313399;100672;0
526;16;1;6;25;41;65;4.80;2;2;1;75;0;2314165;747;0
526;16;1;6;37;37;99;3.60;2;2;1;71;0;2385799;71610;0
526;16;1;6;42;49;99;3.20;2;2;1;89;0;2416999;31181;0
526;16;1;6;49;27;99;3.60;2;2;1;98;0;2456799;39787;0
526;16;1;6;57;10;92;9.80;2;2;6;100;0;2503092;46279;0
526;16;1;6;58;14;83;4.40;2;2;1;81;0;2509483;6355;0
526;16;1;7;6;14;99;4.00;2;2;1;85;0;2557499;47996;0
526;16;1;7;8;55;99;3.60;2;2;1;93;0;2573599;16083;0
526;16;1;7;13;24;99;4.00;2;2;1;95;0;2600499;26886;0
526;16;1;7;13;27;25;4.20;1;1;1;81;0;2600725;337009;0
526;16;1;7;17;49;38;4.20;2;2;1;111;0;2626938;26423;0
526;16;1;7;23;34;59;3.20;2;2;1;94;0;2661459;34507;0
526;16;1;7;31;0;94;4.40;2;2;1;103;0;2706094;44622;0
526;16;1;7;39;19;20;4.00;1;1;1;111;0;2755920;155176;0
526;16;1;7;44;23;2;4.20;2;2;1;89;0;2786302;80192;0
526;16;1;7;46;13;41;6.20;2;2;1;167;0;2797341;11022;0
526;16;1;7;58;7;99;3.00;2;2;1;51;0;2868799;71444;0
526;16;1;8;3;43;88;5.20;2;2;1;112;0;2902388;33567;0
526;16;1;8;7;40;1;4.20;1;1;1;86;0;2926001;170068;0
526;16;1;8;21;49;99;4.20;2;2;1;91;0;3010999;108594;0
526;16;1;8;30;43;65;4.20;1;1;1;96;0;3064365;138346;0
526;16;1;8;31;13;99;21.00;1;1;5;87;0;3067399;3018;0
526;16;1;8;31;46;70;19.20;2;2;5;75;0;3070670;59654;0
526;16;1;8;33;33;99;4.20;1;1;1;86;0;3081399;13913;0
526;16;1;8;36;35;99;3.60;1;1;1;82;0;3099599;18182;0
526;16;1;8;36;52;99;3.80;1;1;1;87;0;3101299;1684;0
526;16;1;8;44;13;8;4.80;1;1;1;86;0;3145308;43993;0
526;16;1;8;45;1;97;8.60;2;2;6;88;0;3150197;79434;0
526;16;1;8;46;33;99;4.00;1;1;1;87;0;3159399;14070;0
526;16;1;8;47;6;99;3.60;1;1;1;101;0;3162699;3283;0
526;16;1;8;50;10;29;3.80;2;2;1;78;0;3181029;30796;0
526;16;1;8;50;28;52;4.80;2;2;1;88;0;3182852;1805;0
526;16;1;8;51;13;16;4.80;2;2;1;95;0;3187316;4444;0
526;16;1;8;57;58;33;4.20;1;1;1;99;0;3227833;65121;0
526;16;1;9;0;5;99;19.80;2;2;5;84;0;3240599;53264;0
526;16;1;9;3;24;99;3.80;2;2;1;93;0;3260499;19815;0
526;16;1;9;5;13;25;6.60;1;1;1;109;0;3271325;43476;0
526;16;1;9;6;16;99;3.20;1;1;1;90;0;3277699;6352;0
526;16;1;9;6;17;75;1.20;2;2;1;86;0;3277775;17261;0
526;16;1;9;11;34;99;4.60;2;2;1;78;0;3309499;31718;0
526;16;1;9;11;37;13;3.60;2;2;1;93;0;3309713;192;0
526;16;1;9;12;55;99;3.80;1;1;1;88;0;3317599;39887;0
526;16;1;9;14;35;31;3.60;2;2;1;93;0;3327531;17804;0
526;16;1;9;17;19;99;3.60;2;2;1;87;0;3343999;16454;0
526;16;1;9;17;37;99;3.60;2;2;1;80;0;3345799;1785;0
526;16;1;9;19;18;12;4.40;2;2;1;75;0;3355812;9996;0
526;16;1;9;20;11;99;4.80;2;2;1;94;0;3361199;5365;0
526;16;1;9;24;5;93;3.60;1;1;1;79;0;3384593;66978;0
526;16;1;9;24;43;82;1.00;2;2;1;80;1;3388382;27164;0
526;16;1;9;25;27;99;3.60;2;2;1;119;0;3392799;31581;0
526;16;1;9;25;49;22;4.00;1;1;1;86;0;3394922;10312;0
526;16;1;9;26;57;5;8.20;2;2;6;85;0;3401705;8895;0
526;16;1;9;30;35;99;5.20;2;2;1;81;0;3423599;21859;0
526;16;1;9;32;48;13;3.60;2;2;1;96;0;3436813;13190;0
526;16;1;9;33;39;99;3.80;1;1;1;79;0;3441999;47060;0
526;16;1;9;34;17;99;3.80;1;1;1;118;0;3445799;3782;0
526;16;1;9;38;27;12;4.20;1;1;1;92;0;3470712;24901;0
526;16;1;9;39;59;11;4.40;1;1;1;99;0;3479911;9182;0
526;16;1;9;40;27;99;3.80;1;1;1;86;0;3482799;2872;0
526;16;1;9;41;7;99;3.40;2;2;1;80;0;3486799;49972;0
526;16;1;9;42;21;99;4.40;1;1;1;95;0;3494199;11384;0
526;16;1;9;46;53;99;3.80;2;2;1;89;0;3521399;34584;0
526;16;1;9;46;55;99;4.00;2;2;1;86;0;3521599;184;0
526;16;1;9;47;19;23;3.60;1;1;1;80;0;3523923;29707;0
526;16;1;9;47;19;99;4.60;2;2;1;104;0;3523999;2383;0
526;16;1;9;47;44;99;3.60;1;1;1;85;0;3526499;2559;0
526;16;1;9;51;32;99;4.00;1;1;1;95;0;3549299;22784;0
526;16;1;9;56;8;99;4.40;2;2;1;89;0;3576899;52884;0
526;16;1;9;56;11;99;4.40;2;2;1;86;0;3577199;282;0
526;16;1;9;59;26;2;5.20;2;2;1;87;0;3596602;19384;0
526;16;1;10;3;20;99;4.00;1;1;1;90;0;3620099;70784;0
526;16;1;10;4;47;22;4.20;2;2;1;81;0;3628722;32098;0
526;16;1;10;6;43;99;6.60;2;2;1;89;0;3640399;11658;0
526;16;1;10;7;13;6;3.40;2;2;1;91;0;3643306;2880;0
526;16;1;10;7;17;42;4.60;1;1;1;92;0;3643742;23627;0
526;16;1;10;11;25;6;4.80;2;2;1;87;0;3668506;25186;0
526;16;1;10;14;2;50;4.80;2;2;1;98;0;3684250;15724;0
526;16;1;10;14;45;43;3.20;1;1;1;63;0;3688543;44783;0
526;16;1;10;15;54;7;4.80;1;1;1;94;0;3695407;6845;0
526;16;1;10;17;59;15;3.40;1;1;1;82;0;3707915;12489;0
526;16;1;10;19;15;99;3.40;2;2;1;74;0;3715599;31331;0
526;16;1;10;22;6;99;4.20;2;2;1;88;0;3732699;17083;0
526;16;1;10;25;8;99;4.40;2;2;1;92;0;3750899;18182;0
526;16;1;10;25;37;19;4.20;2;2;1;87;0;3753719;2802;0
526;16;1;10;29;12;99;4.00;1;1;1;132;0;3775299;67369;0
526;16;1;10;30;17;87;6.20;1;1;1;69;0;3781787;6477;0
526;16;1;10;31;40;22;3.40;2;2;1;75;0;3790022;36285;0
526;16;1;10;34;19;99;4.00;2;2;1;86;0;3805999;15960;0
526;16;1;10;34;23;72;24.00;1;1;5;83;0;3806372;24552;0
526;16;1;10;36;4;25;4.00;1;1;1;106;0;3816425;9948;0
526;16;1;10;38;38;7;4.20;2;2;1;94;0;3831807;25791;0
526;16;1;10;41;22;15;4.20;2;2;1;96;0;3848215;16391;0
526;16;1;10;44;35;99;5.00;2;2;1;96;0;3867599;19368;0
526;16;1;10;45;3;74;4.20;1;1;1;86;0;3870374;53935;0
526;16;1;10;50;7;77;3.40;1;1;1;97;0;3900777;30385;0
526;16;1;10;54;27;99;4.40;2;2;1;89;0;3926799;59181;0
526;16;1;10;56;33;0;3.40;2;2;1;92;0;3939300;12483;0
526;16;1;11;0;46;99;4.20;1;1;1;97;0;3964699;63909;0
526;16;1;11;1;3;6;4.00;2;2;1;95;0;3966306;26992;0
526;16;1;11;1;27;99;3.60;2;2;1;92;0;3968799;2477;0
526;16;1;11;1;46;55;3.40;2;2;1;81;0;3970655;1841;0
526;16;1;11;1;48;2;4.00;2;2;1;82;0;3970802;131;0
526;16;1;11;1;50;7;3.80;2;2;1;83;0;3971007;187;0
526;16;1;11;3;4;99;3.80;1;1;1;83;0;3978499;13784;0
526;16;1;11;3;58;99;3.80;1;1;1;85;0;3983899;5383;0
526;16;1;11;4;18;99;4.00;2;2;1;80;0;3985899;14875;0
526;16;1;11;6;33;84;4.40;2;2;1;86;0;3999384;13467;0
526;16;1;11;6;39;99;3.60;2;2;1;89;0;3999999;596;0
526;16;1;11;6;58;47;9.60;1;1;6;85;0;4001847;17931;0
526;16;1;11;7;34;66;3.80;2;2;1;103;0;4005466;5452;0
526;16;1;11;10;43;34;4.00;2;2;1;84;0;4024334;18854;0
526;16;1;11;11;2;25;4.00;2;2;1;83;0;4026225;1873;0
526;16;1;11;13;13;1;4.00;1;1;1;85;0;4039301;37413;0
526;16;1;11;13;18;99;4.60;1;1;1;82;0;4039899;581;0
526;16;1;11;15;0;99;3.80;2;2;1;80;0;4050099;23856;0
526;16;1;11;15;50;8;3.60;1;1;1;82;0;4055008;15088;0
526;16;1;11;16;0;32;4.20;2;2;1;95;0;4056032;5915;0
526;16;1;11;16;26;99;4.20;2;2;1;78;0;4058699;2651;0
526;16;1;11;16;28;99;3.60;1;1;1;80;0;4058899;3875;0
526;16;1;11;17;27;99;4.00;2;2;1;83;0;4064799;6080;0
526;16;1;11;17;44;99;3.80;1;1;1;85;0;4066499;7583;0
526;16;1;11;18;31;99;13.20;2;2;3;87;0;4071199;6382;0
526;16;1;11;19;9;99;4.00;1;1;1;88;0;4074999;8483;0
526;16;1;11;20;29;71;22.40;2;2;5;84;0;4082971;11717;0
526;16;1;11;21;22;99;3.60;2;2;1;85;0;4088299;5232;0
526;16;1;11;22;9;21;8.80;2;2;6;84;0;4092921;4606;0
526;16;1;11;22;22;41;3.80;2;2;1;103;0;4094241;1282;0
526;16;1;11;23;24;94;5.20;2;2;1;91;0;4100494;6239;0
526;16;1;11;24;21;22;3.80;2;2;1;90;0;4106122;5607;0
526;16;1;11;25;27;86;3.80;2;2;1;81;0;4112786;6648;0
526;16;1;11;25;28;99;4.20;2;2;1;82;0;4112899;96;0
526;16;1;11;26;58;37;3.80;1;1;1;101;0;4121837;46821;0
526;16;1;11;29;18;99;3.60;2;2;1;92;0;4135899;22981;0
526;16;1;11;29;26;99;3.80;1;1;1;93;0;4136699;14848;0
526;16;1;11;29;51;99;3.60;2;2;1;81;0;4139199;3285;0
526;16;1;11;30;59;7;4.60;2;2;1;85;0;4145907;6692;0
526;16;1;11;31;58;34;4.20;1;1;1;85;0;4151834;15120;0
526;16;1;11;33;2;17;4.00;2;2;1;92;0;4158217;12290;0
526;16;1;11;33;28;99;3.80;2;2;1;86;0;4160899;2666;0
526;16;1;11;33;47;4;3.80;2;2;1;90;0;4162704;1789;0
526;16;1;11;34;25;99;3.80;1;1;1;96;0;4166599;14747;0
526;16;1;11;37;50;99;4.20;1;1;1;89;0;4187099;20485;0
526;16;1;11;40;9;99;4.40;2;2;1;87;0;4200999;38279;0
526;16;1;11;41;27;99;4.00;1;1;1;77;0;4208799;21683;0
526;16;1;11;41;44;81;3.80;2;2;1;83;0;4210481;9463;0
526;16;1;11;41;48;7;4.00;2;2;1;81;0;4210807;309;0
526;16;1;11;43;12;99;4.20;1;1;1;89;0;4219299;10481;0
526;16;1;11;43;14;92;3.60;2;2;1;82;0;4219492;8667;0
526;16;1;11;43;32;9;3.40;2;2;1;64;0;4221209;1701;0
526;16;1;11;43;35;99;4.20;2;2;1;90;0;4221599;370;0
526;16;1;11;43;38;17;4.00;2;2;1;95;0;4221817;201;0
526;16;1;11;44;10;10;8.80;1;1;6;82;0;4225010;5694;0
526;16;1;11;45;55;14;4.40;2;2;1;78;0;4235514;13681;0
526;16;1;11;46;18;37;6.40;2;2;1;95;0;4237837;2302;0
526;16;1;11;49;0;16;3.60;2;2;1;88;0;4254016;16154;0
526;16;1;11;50;48;99;3.80;1;1;1;79;0;4264899;39850;0
526;16;1;11;52;43;99;3.60;2;2;1;81;0;4276399;22368;0
526;16;1;11;53;39;99;4.00;1;1;1;80;0;4281999;17082;0
526;16;1;11;55;9;99;4.20;2;2;1;89;0;4290999;14584;0
526;16;1;11;55;12;99;4.00;2;2;1;73;0;4291299;283;0
526;16;1;11;56;34;99;4.20;2;2;1;84;0;4299499;8180;0
526;16;1;11;58;16;99;4.20;1;1;1;104;0;4309699;27682;0
526;16;1;11;58;34;99;4.20;2;2;1;78;0;4311499;11982;0
526;16;1;12;1;2;99;3.80;2;2;1;77;0;4326299;14780;0
526;16;1;12;1;23;99;3.80;2;2;1;81;0;4328399;2082;0
526;16;1;12;1;58;99;3.80;1;1;1;82;0;4331899;22185;0
526;16;1;12;3;56;99;3.60;2;2;1;76;0;4343699;15283;0
526;16;1;12;8;43;99;4.40;2;2;1;87;0;4372399;28682;0
526;16;1;12;9;32;97;22.60;1;1;5;82;0;4377297;45381;0
526;16;1;12;9;38;45;3.40;1;1;1;94;0;4377845;448;0
526;16;1;12;10;36;32;3.60;1;1;1;94;0;4383632;5773;0
526;16;1;12;11;11;99;3.80;2;2;1;89;0;4387199;14781;0
526;16;1;12;11;32;29;4.00;1;1;1;100;0;4389229;5583;0
526;16;1;12;13;24;99;4.40;2;2;1;97;0;4400499;13284;0
526;16;1;12;14;4;54;3.80;1;1;1;90;0;4404454;15210;0
526;16;1;12;14;5;99;3.60;2;2;1;82;0;4404599;4083;0
526;16;1;12;14;8;99;3.40;2;2;1;87;0;4404899;284;0
526;16;1;12;14;19;40;4.20;1;1;1;80;0;4405940;1470;0
526;16;1;12;14;29;99;4.00;1;1;1;101;0;4406999;1040;0
526;16;1;12;14;30;4;4.20;2;2;1;87;0;4407004;2090;0
526;16;1;12;15;50;15;3.60;1;1;1;85;0;4415015;8001;0
526;16;1;12;16;22;16;3.80;2;2;1;88;0;4418216;11194;0
526;16;1;12;16;23;99;3.80;2;2;1;88;0;4418399;167;0
526;16;1;12;17;9;6;3.60;2;2;1;81;0;4422906;4491;0
526;16;1;12;19;47;34;4.00;2;2;1;86;0;4438734;15812;0
526;16;1;12;20;1;99;4.00;2;2;1;83;0;4440199;1448;0
526;16;1;12;20;4;3;3.60;2;2;1;84;0;4440403;186;0
526;16;1;12;20;6;99;3.80;2;2;1;79;0;4440699;280;0
526;16;1;12;20;9;0;4.20;2;2;1;83;0;4440900;183;0
526;16;1;12;21;16;22;4.40;2;2;1;88;0;4447622;6703;0
526;16;1;12;21;21;99;3.60;2;2;1;89;0;4448199;559;0
526;16;1;12;21;42;75;1.20;2;2;1;83;0;4450275;2061;0
526;16;1;12;23;12;16;3.80;1;1;1;84;0;4459216;44185;0
526;16;1;12;25;0;99;3.40;1;1;1;88;0;4470099;10866;0
526;16;1;12;25;4;99;9.60;1;1;6;88;0;4470499;386;0
526;16;1;12;25;15;32;3.40;2;2;1;88;0;4471532;21251;0
526;16;1;12;28;40;33;3.80;2;2;1;93;0;4492033;20487;0
526;16;1;12;30;40;87;4.20;1;1;1;83;0;4504087;33548;0
526;16;1;12;31;38;99;3.80;2;2;1;85;0;4509899;17851;0
526;16;1;12;32;39;8;4.00;1;1;1;84;0;4515908;11802;0
526;16;1;12;32;39;10;5.40;2;2;1;77;0;4515910;5994;0
526;16;1;12;32;42;99;3.40;2;2;1;78;0;4516299;363;0
526;16;1;12;33;33;99;4.00;2;2;1;76;0;4521399;5084;0
526;16;1;12;34;13;18;3.60;1;1;1;90;0;4525318;9392;0
526;16;1;12;34;17;53;3.60;1;1;1;91;0;4525753;420;0
526;16;1;12;35;23;13;3.60;2;2;1;72;0;4532313;10895;0
526;16;1;12;35;34;33;3.80;2;2;1;92;0;4533433;1102;0
526;16;1;12;35;52;42;3.80;2;2;1;91;0;4535242;1794;0
526;16;1;12;37;20;9;5.40;1;1;1;85;0;4544009;18241;0
526;16;1;12;37;37;33;4.60;1;1;1;105;0;4545733;1701;0
526;16;1;12;39;35;21;4.20;1;1;1;90;0;4557521;11772;0
526;16;1;12;40;13;44;3.60;2;2;1;90;0;4561344;26086;0
526;16;1;12;40;32;3;4.20;2;2;1;77;0;4563203;1844;0
526;16;1;12;40;35;99;3.60;2;2;1;79;0;4563599;376;0
526;16;1;12;40;57;71;3.60;1;1;1;92;0;4565771;8233;0
526;16;1;12;42;55;15;5.00;2;2;1;87;0;4577515;13899;0
526;16;1;12;43;37;7;3.20;2;2;1;83;0;4581707;4171;0
526;16;1;12;43;38;66;3.80;2;2;1;84;0;4581866;145;0
526;16;1;12;45;2;36;4.00;1;1;1;92;0;4590236;24450;0
526;16;1;12;45;20;46;4.40;1;1;1;88;0;4592046;1794;0
526;16;1;12;48;26;99;5.00;2;2;1;92;0;4610699;28816;0
526;16;1;12;48;44;99;12.00;1;1;3;92;0;4612499;20435;0
526;16;1;12;49;1;91;4.20;1;1;1;86;0;4614191;1645;0
526;16;1;12;49;54;58;10.00;1;1;6;99;0;4619458;5249;0
526;16;1;12;50;48;81;3.20;2;2;1;65;0;4624881;14162;0
526;16;1;12;51;52;22;3.60;1;1;1;96;0;4631222;11727;0
526;16;1;12;54;2;10;4.80;2;2;1;78;0;4644210;19311;0
526;16;1;12;54;17;16;3.60;1;1;1;86;0;4645716;14480;0
526;16;1;12;54;23;24;4.00;1;1;1;90;0;4646324;592;0
526;16;1;12;54;29;99;5.40;1;1;1;89;0;4646999;659;0
526;16;1;12;56;36;21;3.60;1;1;1;74;0;4659621;12600;0
526;16;1;12;56;38;3;5.00;2;2;1;85;0;4659803;15570;0
526;16;1;12;56;56;16;4.40;2;2;1;80;0;4661616;1791;0
526;16;1;12;57;19;99;4.20;1;1;1;98;0;4663999;4360;0
526;16;1;12;57;40;74;3.60;1;1;1;100;0;4666074;2059;0
526;16;1;12;58;20;99;4.40;2;2;1;99;0;4670099;8463;0
526;16;1;13;0;10;4;3.20;1;1;1;89;0;4681004;14917;0
526;16;1;13;0;16;79;4.20;1;1;1;87;0;4681679;662;0
526;16;1;13;0;43;99;4.00;1;1;1;96;0;4684399;2702;0
526;16;1;13;1;41;54;8.20;2;2;6;83;0;4690154;20039;0
526;16;1;13;2;21;24;3.80;1;1;1;81;0;4694124;9710;0
526;16;1;13;2;24;78;5.20;1;1;1;83;0;4694478;337;0
526;16;1;13;3;15;13;5.60;2;2;1;107;0;4699513;9323;0
526;16;1;13;3;54;8;3.60;1;1;1;89;0;4703408;8907;0
526;16;1;13;4;59;99;3.60;1;1;1;77;0;4709999;6576;0
526;16;1;13;5;41;68;4.20;2;2;1;86;0;4714168;14636;0
526;16;1;13;6;3;23;4.00;2;2;1;92;0;4716323;2137;0
526;16;1;13;6;29;86;4.20;2;2;1;25;0;4718986;2647;0
526;16;1;13;6;34;99;3.60;2;2;1;79;0;4719499;452;0
526;16;1;13;6;36;16;4.00;2;2;1;77;0;4719616;100;0
526;16;1;13;6;43;89;4.00;2;2;1;79;0;4720389;754;0
526;16;1;13;6;50;2;3.40;1;1;1;82;0;4721002;10986;0
526;16;1;13;7;28;16;3.40;2;2;1;71;0;4724816;4408;0
526;16;1;13;7;30;99;3.60;2;2;1;73;0;4725099;265;0
526;16;1;13;7;31;74;4.60;2;2;1;72;0;4725174;57;0
526;16;1;13;7;33;99;6.00;2;2;1;74;0;4725399;202;0
526;16;1;13;7;52;87;3.80;1;1;1;97;0;4727287;6270;0
526;16;1;13;7;58;20;4.60;2;2;1;81;0;4727820;2391;0
526;16;1;13;10;3;99;4.20;2;2;1;86;0;4740399;12558;0
526;16;1;13;10;35;99;6.40;2;2;1;88;0;4743599;3182;0
526;16;1;13;11;12;99;3.80;2;2;1;107;0;4747299;3673;0
526;16;1;13;11;15;99;3.80;1;1;1;94;0;4747599;20297;0
526;16;1;13;15;37;99;9.60;1;1;6;88;0;4773799;26185;0
526;16;1;13;16;4;99;4.00;2;2;1;76;0;4776499;29187;0
526;16;1;13;16;9;99;3.80;2;2;1;79;0;4776999;481;0
526;16;1;13;16;42;23;3.60;2;2;1;78;0;4780223;3206;0
526;16;1;13;20;53;99;3.40;2;2;1;79;0;4805399;25159;0
526;16;1;13;21;18;44;6.60;1;1;1;89;0;4807844;34005;0
526;16;1;13;21;23;34;3.80;2;2;1;88;0;4808334;2919;0
526;16;1;13;22;14;65;4.00;2;2;1;80;0;4813465;5115;0
526;16;1;13;22;18;2;4.00;2;2;1;80;0;4813802;319;0
526;16;1;13;22;37;31;4.40;2;2;1;80;0;4815731;1911;0
526;16;1;13;22;44;25;4.00;1;1;1;91;0;4816425;8554;0
526;16;1;13;23;18;50;3.80;1;1;1;88;0;4819850;3409;0
526;16;1;13;24;25;99;3.80;1;1;1;89;0;4826599;6733;0
526;16;1;13;24;27;27;4.20;1;1;1;91;0;4826727;112;0
526;16;1;13;24;54;19;0.60;2;2;1;11;1;4829419;13668;0
